Late show up percentage,Project initiative percentage,Percentage of project delivery on time,Percentage of emails exchanged,Percentage of responsiveness,Percentage of professional email response,Percentage of sharing ideas,Percentage of helping colleagues,Percentage of entrepreneurial posts on LinkedIn,Percentage of Facebook comments,Quitting
0.106724752,0.402426952,0.646542877,0.570876851,0.326050386,0.343043391,0.693585187,0.844415552,0.396343983,0.392985213,0
0.351785336,0.586490289,0.526193458,0.244348872,0.443154177,0.524728699,0.424639594,0.835361179,0.469018135,0.657367381,0
0.624177433,0.393460516,0.350775475,0.423266591,0.649110719,0.281028077,0.731899425,0.411037616,0.609850602,0.83060574,1
0.063482602,0.59346489,0.593531792,0.452128906,0.446386847,0.684717617,0.837791207,0.486994912,0.466320799,0.441266159,0
0.707677974,0.426196341,0.280707801,0.545149301,0.765752618,0.632699077,0.444299422,0.277489194,0.877157467,0.46524516,1
0.367905928,0.474380924,0.315813571,0.700971104,0.706097411,0.569041092,0.161333802,0.723947896,0.614510829,0.69087016,0
0.82256785,0.698297291,0.406734261,0.386490493,0.233746391,0.719575164,0.354662148,0.483249901,0.666979321,0.506141349,1
0.325099679,0.644533528,0.96498116,0.571957874,0.473624992,0.380760358,0.346936702,0.341857041,0.438311273,0.648346862,0
0.277855052,0.676644889,0.49934992,0.291861669,0.089378699,0.574877473,0.401486967,0.567821438,0.369449328,0.517872598,0
0.64335406,0.527536173,0.226061388,0.373155344,0.810992785,0.464003026,0.555147864,0.393174529,0.710115382,0.640891012,1
0.481698012,0.446223926,0.411515196,0.323186606,0.42019766,0.622201227,0.474005996,0.266707943,0.934069187,0.191918986,1
0.657049808,0.730648308,0.232265636,0.35382969,0.443357642,0.684654893,0.809617907,0.480364724,0.29259725,0.523494743,0
0.629478554,0.149824479,0.659602937,0.405098699,0.809251988,0.529245108,0.176984671,0.354118359,0.743807327,0.515693933,1
0.597469167,0.453712589,0.136434085,0.625213415,0.387122679,0.282217797,0.633704555,0.559920422,0.689189069,0.671313869,1
0.670047509,0.484067617,0.235886255,0.370313029,0.216668078,0.36280837,0.506923863,0.452705039,0.502502054,0.770567914,1
0.198018663,0.143372888,0.759625228,0.411018299,0.602864871,0.608223251,0.426836501,0.696346596,0.194396971,0.567675955,0
0.467568771,0.22434952,0.273468357,0.529188579,0.458809085,0.287374623,0.553696045,0.545259893,0.659515775,0.840541972,1
0.738094027,0.304863867,0.287027733,0.431906348,0.497467971,0.521903074,0.614775692,0.34287294,0.899548003,0.483501024,1
0.524099386,0.643566302,0.617257144,0.382487911,0.971602851,0.590779521,0.711213449,0.496597142,0.359381917,0.697126698,0
0.574628716,0.272465362,0.26747626,0.348005175,0.267855048,0.394008796,0.41355898,0.558352867,0.799637032,0.565541323,1
0.448534639,0.567746078,0.185433754,0.23578128,0.622339438,0.312121479,0.584696316,0.525975232,0.630782065,0.484680266,1
0.308259275,0.576460405,0.285180056,0.567534449,0.45543186,0.299547185,0.605983958,0.362588532,0.474928488,0.85257845,1
0.566927764,0.433542696,0.499359342,0.254892394,0.719854982,0.777110762,0.933473802,0.603780014,0.575569681,0.363373656,0
0.596197686,0.390794754,0.628336795,0.355079756,0.635314142,0.78208519,0.599772811,0.729749184,0.231575626,0.79855515,0
0.588628081,0.096757442,0.318322707,0.637317553,0.59349874,0.085135486,0.630270618,0.265765903,0.52567785,0.59364905,1
0.67471723,0.549503847,0.383664403,0.3236537,0.469443913,0.450939284,0.248259864,0.398861704,0.825079075,0.571091362,1
0.519957097,0.029196739,0.220710193,0.226798907,0.680982639,0.359176821,0.415861883,0.470631006,0.510939816,0.332137924,1
0.657834948,0.680207598,0.656854662,0.158019498,0.682799564,0.476510999,0.41291132,0.353262654,0.395809198,0.624073029,0
0.659556896,0.681532269,0.50600114,0.373519566,0.764004079,0.68575967,0.629148439,0.740028266,0.208858252,0.660428551,0
0.517996947,0.343415955,0.316263812,0.416920869,0.528904564,0.645853331,0.787672077,0.287354034,0.772394995,0.668004732,1
0.612726159,0.088158778,0.269737162,0.627902832,0.476741828,0.090612926,0.35831256,0.537750011,0.599276502,0.569165639,1
0.378475884,0.768851924,0.646989794,0.311683075,0.356740316,0.401567202,0.540988102,0.62365265,0.326280874,0.717178392,0
0.65217587,0.475106038,0.534424485,0.59919512,0.127486847,0.631101655,0.530179064,0.085960797,0.767114505,0.475845901,1
0.491390702,0.333816191,0.323704522,0.164091921,0.545190057,0.190558371,0.414772915,0.670500187,0.561510019,0.417469223,1
0.557557195,0.71121373,0.311022367,0.19574808,0.526020004,0.604885451,0.476350667,0.23455475,0.588475031,0.502205712,1
0.488557774,0.288424595,0.477719788,0.295041605,0.42502555,0.7173491,0.321152458,0.802293688,0.596759653,0.695291138,0
0.7642868,0.397881588,0.461076941,0.696954768,0.484411397,0.397064715,0.124503286,0.468762865,0.773458321,0.669952814,1
0.791468194,0.366270247,0.112260038,0.252393017,0.393638888,0.570821076,0.45337462,0.32243469,0.378884762,0.391620159,1
0.68666182,0.329197311,0.294785992,0.419231486,0.130730064,0.355763229,0.455155294,0.617389566,0.690168665,0.619027946,1
0.562483285,0.418413179,0.267646776,0.506073012,0.333598055,0.61923574,0.554112633,0.157239698,0.87332675,0.410643789,1
0.46935716,0.271077772,0.216383908,0.215646396,0.37334076,0.625503924,0.443948536,0.422805867,0.661549238,0.58142058,1
0.508589409,0.406080579,0.231796756,0.30467192,0.304036219,0.327838452,0.447582452,0.354658829,0.684198411,0.646183863,1
0.908863526,0.433176945,0.266488971,0.681463575,0.498311112,0.44428183,0.164720963,0.189400275,0.577629908,0.257901123,1
0.770002129,0.543847402,0.306030031,0.42508542,0.785401453,0.613687966,0.544809555,0.194945846,0.635057787,0.63736676,1
0.388308357,0.692276241,0.534690248,0.230714921,0.5487509,0.349567222,0.4698129,0.765431908,0.168099518,0.446758792,0
0.787131616,0.284468996,0.157470629,0.593050586,0.310382411,0.583950841,0.480380546,0.436284667,0.830467674,0.29469495,1
0.4142353,0.525225802,0.478187972,0.61653009,0.396012401,0.723214402,0.524505122,0.830181675,0.665245978,0.790600989,0
0.716510996,0.412132184,0.141614824,0.461640543,0.725800717,0.255353403,0.396051816,0.438791974,0.684000933,0.5239901,1
0.350509065,0.749195674,0.549203619,0.467959013,0.988006972,0.504580085,0.659007297,0.351599153,0.184293098,0.417890359,0
0.451509922,0.440157694,0.437562036,0.397358124,0.462701609,0.400235415,0.410059899,0.426096232,0.392518837,0.999254311,0
0.375607619,0.419161631,0.577227854,0.161604013,0.585094601,0.309780054,0.300632821,0.618881076,0.208347871,0.563993148,0
0.526833754,0.456556294,0.322978754,0.31427538,0.7123608,0.330574598,0.487585822,0.381191837,0.832750939,0.559751649,1
0.402981711,0.674478524,0.563889809,0.623131721,0.58322134,0.76420245,0.872855543,0.637800261,0.637624516,0.671497129,0
0.850703857,0.395585737,0.788483366,0.399491533,0.448678195,0.434907956,0.5482307,0.46563487,0.846335171,0.460520859,1
0.18912588,0.56927395,0.648857321,0.264013676,0.551443609,0.534734352,0.263897558,0.612733431,0.51343244,0.611799071,0
0.371375308,0.554835871,0.656724377,0.235975543,0.388776098,0.279158861,0.221134616,0.716611969,0.416776018,0.521562746,0
0.341778647,0.545167571,0.676087761,0.26043882,0.542871982,0.42544138,0.327218738,0.682119839,0.457155476,0.758901057,0
0.551950622,0.621215696,0.565816348,0.277149985,0.719236916,0.962779582,0.739157762,0.500530897,0.439060185,0.488872394,0
0.654224718,0.480716752,0.099712055,0.534680479,0.522913556,0.542361747,0.736750081,0.415167373,0.39933893,0.767624183,1
0.649495296,0.635886285,0.286839387,0.221960275,0.450043585,0.270208404,0.423402774,0.594859438,0.682700772,0.361560961,1
0.237931607,0.349785416,0.672363165,0.360237681,0.553379273,0.663867825,0.403546493,0.903951695,0.284697102,0.514671831,0
0.560503235,0.286695345,0.569389789,0.353720793,0.522026828,0.166287845,0.214981505,0.452445481,0.764381589,0.566451969,1
0.617152854,0.490020154,0.189585785,0.468455775,0.58608696,0.168728703,0.37654442,0.234280944,0.528166974,0.640129831,1
0.611193953,0.376678645,0.207183539,0.608344422,0.46485126,0.321703401,0.163145058,0.450808978,0.755349578,0.597995839,1
0.792571497,0.687420524,0.40119163,0.359912861,0.328445209,0.472060318,0.17856885,0.320262254,0.381543483,0.613860854,1
0.405870151,0.528714084,0.443445304,0.3649491,0.423687561,0.752743148,0.422491293,0.986056675,0.486070063,0.458232723,0
0.359609324,0.662546551,0.442383923,0.313727869,0.296130996,0.830007069,0.24719898,0.576809529,0.523836725,0.567449316,0
0.494255631,0.189358405,0.575712839,0.337692833,0.757718696,0.699781217,0.506557433,0.475264407,0.552946335,0.86269321,1
0.73994485,0.087329221,0.174036512,0.347426454,0.347745878,0.339403559,0.375985134,0.501505631,0.55640208,0.446092329,1
0.615214688,0.694488392,0.419264165,0.229320757,0.263160873,0.511286512,0.493329433,0.431537241,0.680262352,0.608302755,1
0.555000825,0.410941851,0.677814293,0.192620488,0.386866309,0.338373244,0.668984984,0.406268506,0.513278658,0.752836948,0
0.493591099,0.622328855,0.748769449,0.469447119,0.440293079,0.208839239,0.669307825,0.844264322,0.665733782,0.427978914,0
0.427107188,0.619065047,0.359466331,0.482104356,0.531573819,0.772169078,0.830058925,0.461834192,0.423341076,0.808487998,0
0.467031456,0.245159703,0.103032963,0.341132051,0.563453384,0.403774182,0.393557715,0.483250881,0.541587877,0.672213512,1
0.927687201,0.491780423,0.513294083,0.583143069,0.670425963,0.293636372,0.157165802,0.240816719,0.389118339,0.550326127,1
0.291854374,0.726613444,0.684740546,0.357809333,0.848461948,0.483878909,0.362878868,0.414816787,0.605030548,0.566677149,0
0.29661703,0.40442278,0.694150835,0.637976013,0.738621301,0.463364448,0.516687815,0.541491955,0.381952838,0.948443856,0
0.11765651,0.532376448,0.323464548,0.643683902,0.161985745,0.706533714,0.67784539,0.61427656,0.414482598,0.457510804,0
0.625315013,0.540544522,0.727230198,0.434829776,0.821216272,0.498091115,0.321223036,0.540184245,0.273173596,0.84626002,0
0.104422792,0.647541106,0.42220109,0.502141087,0.480998435,0.439225293,0.709027883,0.802352809,0.483549153,0.42058954,0
0.407315714,0.212389668,0.104199652,0.390812822,0.52701434,0.303048382,0.705906344,0.607777642,0.594869873,0.44021327,1
0.919865112,0.349235164,0.247066258,0.443842603,0.439710781,0.514338132,0.737581755,0.444849929,0.599356033,0.61831394,1
0.453675852,0.285785493,0.649632342,0.132124161,0.842378279,0.40165648,0.307473776,0.555105486,0.321420614,0.445786688,0
0.482926554,0.660939404,0.70126681,0.38047171,0.790705225,0.814158511,0.556517576,0.756831468,0.28578304,0.589918054,0
0.127896037,0.383926769,0.244011109,0.298150118,0.629936476,0.598904742,0.651275018,0.287935585,0.340264753,0.278636739,0
0.796598264,0.400926573,0.156831251,0.348043944,0.640583946,0.526127597,0.377946067,0.556592809,0.748611485,0.330801989,1
0.461209239,0.226928182,0.80997507,0.500885708,0.665446585,0.371564167,0.312750381,0.579511471,0.108907874,0.736999523,0
0.646506608,0.414389188,0.338419466,0.140952349,0.599677425,0.899778088,0.499117389,0.475145415,0.420975192,0.469561403,0
0.491665712,0.255222254,0.407479913,0.402524478,0.573841597,0.400366102,0.336595001,0.469467821,0.717707136,0.861718181,1
0.701931918,0.121122912,0.262691802,0.301635472,0.603657848,0.338227608,0.639241379,0.256391794,0.449633582,0.593612644,1
0.508726905,0.48929788,0.039051835,0.516833924,0.801675678,0.443697876,0.288512432,0.703064193,0.399216194,0.220844465,1
0.630614804,0.204667932,0.443345402,0.443957923,0.243125024,0.16567537,0.367411182,0.116226276,0.590774852,0.472800361,1
0.104195959,0.45741251,0.509420793,0.362403496,0.733360322,0.730137918,0.389611312,0.558653037,0.373434533,0.638117177,0
0.441321197,0.22812779,0.408806623,0.370550591,0.541446074,0.399975964,0.396228197,0.938265628,0.550673404,0.620650887,0
0.28289598,0.656063531,0.629363931,0.433602505,0.743967205,0.55984893,0.430905791,0.791425468,0.45105127,0.721343973,0
0.197933206,0.573698621,0.375866455,0.477774137,0.761960749,0.44930043,0.552766453,0.350196966,0.639242718,0.723848006,1
0.453479949,0.359832298,0.573321587,0.901347962,0.377200973,0.862395315,0.713014721,0.671566612,0.103726776,0.515605499,0
0.599857706,0.406335772,0.234648151,0.369966335,0.315779373,0.428813165,0.553481492,0.626709861,0.53622003,0.827355342,1
0.4105134,0.834054047,0.528432153,0.380478197,0.602045504,0.453857258,0.43994281,0.881201566,0.403450337,0.507016257,0
0.361436658,0.436840017,0.359756548,0.507269247,0.926551733,0.492741042,0.122837957,0.378654485,0.723196876,0.358033764,1
0.670970885,0.285604383,0.183714442,0.458150025,0.581312873,0.37877128,0.311253587,0.580709294,0.754734529,0.618274637,1
0.54062232,0.425614562,0.439613256,0.36319794,0.540406297,0.23057897,0.318439084,0.013645657,0.49468375,0.565134996,1
0.259225527,0.369436156,0.496785021,0.470391231,0.823357324,0.71708154,0.536416799,0.278420571,0.390341366,0.81625735,0
0.621092382,0.3885955,0.393724119,0.548295069,0.438829452,0.443106579,0.064574471,0.060640754,0.364368708,0.594624019,1
0.588407616,0.301912963,0.152232188,0.390393129,0.968954624,0.485200311,0.395297834,0.512712658,0.599986246,0.437207114,1
0.428500579,0.373312937,0.158578542,0.474733033,0.463828779,0.115608463,0.340597593,0.409494722,0.586658157,0.578146741,1
